phrase,image,category
press the panic button,64566188900338442224574298281888843007173171521064638813989311957606749124198,Figurative
kick the bucket,18846082500715692596516459782761798646471479706793039123773348696692502966989,Figurative
dish the dirt,41650152970329143050907557611901255250285995793719205471049100402716684017016,Partial Literal
in the driver's seat,67424000017253818415492668633755106694620367537104420228887416071600836901461,Figurative
down the road,113807165377410740696513790102709894344713010548378672699294470831178120644589,Literal
knock someone's socks off,14207636289786344761840132664129698778982098415300196351121123684371300962649,Literal
run someone ragged,100898290272912723327290646662869665700360034530228712108752696979691501960068,Figurative
out of pocket,24327593001125053567847394531295346199556406014152317580674887005703935974207,Figurative+Literal
on the wagon,111176345120724639200825701765751926903432363407345412598598305303421450751507,Figurative
behind bars,107064885454862039595489297578445056395754615095422303603238159360177613166145,Figurative+Literal
on the dot,98246870149148607404160838026374154055080562832686757892328976087765252966810,Figurative
fast and furious,1689068622885469708783972268211596095537637933642099303885048320114504677824,Figurative
with bated breath,113563560322759167449023260047181075815611417343111406721345645911054028972577,Figurative
in the hole,70027048087919598772746017873730905274543112176399692037071534656974401387153,Figurative
kiss of life,3103664428962441592630500417995145798128327700011423051597254281261581088758,Figurative
on the dot,68951324968293843397579136731987002502114596892923757091640212254535723458117,Partial Literal
in the long run,2075091560562206675018523365212002250148866259281968213007131153181049682422,Figurative
come to mind,55416152811714667931872486034340798427904846872015920490202405788918777313412,Figurative+Literal
hit someone for six,24756287020391598028436539953946532419166464437637380617751715306626495880858,Figurative
off the wall,73445144974249752004579711294076675834389999189285799070509501320805865010980,Figurative
on the warpath,111926494327232607310749129518542021730350074946673178914890977106999569461084,Figurative
bend someone's ear,87242454683578817994300600141181073754779869806835019937995431180770983781472,Figurative+Literal
draw a blank,84991755284227726294494753844807909133857397649122158534868864142075545812881,Figurative
sick as a parrot,71315098288114553779421006699153892061962731603527791211559994816645031054625,Figurative
away with the fairies,42877661048368960077413840515506788627966406646732342475751149422596975023734,Figurative
not cricket,9299544494657484853456409241637169662023132252975341667014325666526395850716,Figurative
on the skids,59842550340223659979748219230131054835843165127478814578607091449362013261708,Figurative
hard as nails,39599190735098848837830255079111639721420423060621350178674855097639396193345,Figurative
on the horn,71039186334941340674506839494142349334537671003078649768469748477810401538729,Figurative
behind someone's back,14803639404217698739166408223708757546392468903673009627156169501842213795771,Figurative
go to ground,80656830311415378296544068214355609649366445555876988316889082820596844735984,Figurative+Literal
put paid to,68339244227571569036663570604385434766700535611745036581599844633213572100771,Figurative
look the other way,75172504269977938131647041741695708594968893806881952669013871167670527009004,Figurative
peaches and cream,8326266301473982911240156438895510530302934462459588294360575831779129547818,Literal
ride herd on,92492258773269520612821260941868723267556564191236277792699101321166456608109,Literal
all over the shop,110099127277787410197943388899215367482001497998691926246491681349161080019868,Figurative
dish the dirt,26701590761110874752626157249674388469636246094392449883535611953171792946697,Partial Literal
on and off,33717331926403625288818056022992179174318327692237065556754196106662514001389,Literal
tread water,27899692437871313938294731127360669669263819059989287211207673906497370560192,Figurative
fill the bill,83391408835865851303728606614315470715342340469993499967585698339536963222054,Figurative
go to seed,91110171699162079139106992879010554666186365260452989792693797950468734776626,Partial Literal
cross swords,51456111441525348904077499131527909798655834916316749897600104607460848058106,Figurative
moment of truth,4760273821933850370436945283822086090119997845076169392256513997234552564936,Figurative
take it on the chin,96443808699309240710624064904151491954659398531729342681699646214644746011596,Partial Literal
hit the road,37137094891133535146163885145763822286779335272917830166660974063990540179285,Figurative+Literal
dish the dirt,80996168753062527368335283914510639541894033975158969663937607453474098992479,Partial Literal
off the hook,40388253452711992944230814584841441921717403363495593711903925861468128192012,Figurative
bow and scrape,67889302205280476985545969181518529181473392648459043869894136451430829590408,Figurative
pull strings,12632049244701652036764181686609762579564375667404988731601669467367796081180,Figurative+Literal
pay through the nose,31910051308788929524336959130148998996510172498598986150565633585404566517172,Figurative
bar none,94274088009566457874766739639135461877724716800794158120981683314098569063071,Partial Literal
keep mum,73088015333104877723386953798972680445523378968327018038358623352089423396072,Figurative
meet someone halfway,16790200032750292067653975367611167548103487466865221603058226425720775497491,Figurative
foam at the mouth,54622089828199229727844059619167776205287040356182519037213877683566635790527,Figurative+Literal
hit the hay,11477994083617943889933166101604798806474378810575030403272203044915218893201,Figurative
put down roots,20102945459887962972081493358466311581884637045437371818322888579908188088709,Figurative
have the hots for,34260227315881716616390702686915424387783648294613600919108721547828283488359,Figurative
be all ears,79362257782961228868028470797753400218887136375957553935911654389369507944709,Figurative
add fuel to the fire,70745711069957959242495415365902807154827629358097866757526107556716018198355,Partial Literal
ring a bell,24374753196549585723170589665631228712535421464635544674105565956552791021385,Figurative
bite your tongue,89605334043358000624310300098055265298162678229870916963272154821384606923457,Partial Literal
in the black,28536586007303569368534045245459753095064131705169424545958159159929322113250,Figurative
chew the cud,2458651080185605969670308593288899573728919042834378284692294388430717374018,Figurative
burn rubber,29530902437920348610342061425171635722069341569989528771869964652533147385719,Literal
lock horns,31528687025132932859253078586961742049315941109950525749852839324292821374592,Figurative+Literal
