phrase,image,category
behind someone's back,49430061709340706830974085043665568269360700187374387476180924981878077428485,Random
turn the screw,55455643139459626240852453970470067951513709834035495894904256450088425430287,Partial Literal
see the light of day,46656372926374327101401401046523621005241712530674387186078992547009381825753,Figurative
off the shelf,61675890425756031126744040676146128156667683697235900372075189885235783014708,Literal
blaze a trail,18696949426860241733321525648226306555986029846271866358992730718265289704237,Partial Literal
chicken feed,27988777286111276127820520063438698753457937228190722591694887004488459365736,Partial Literal
all the rage,50483756148280772193859551539787977553665582217568660930078253857669970600762,Random
in the ballpark,106471666553973871791048184450943718717294832872394053498784499336584904794868,Figurative
for the time being,81337298107256435037082651110952665831215945382493130963487494260905933523536,Literal
go by the board,77030912946930491497329746880350681064404796534743944320201859875201894147003,Figurative
up a tree,12731679801331859955819173909099058412379517903873994898499242455842637593163,Random
to a turn,12687375498587630082215012343264172774972770804688981180268525962768264603337,Random
brass neck,27583413492831409897362102814328670966462868459768089061539058349544028385056,Figurative+Literal
behind bars,45130873647537004358868725670555941607600135088015899215899238424417111746172,Figurative+Literal
out on a limb,30815978344770761834435194147614828557284933313979190589166321476331797206914,Figurative+Literal
go with the flow,102611487566232647914079118227300639248197581408718605908292555750815625648812,Random
kiss and make up,66111441134574383643282687081585814581876083876766267203514639780339858452685,Figurative+Literal
fight tooth and nail,106953463038276887523607570600052378232076956382869031513553811170817052427180,Partial Literal
fight tooth and nail,58070301226916708541453174469835577834141519860479219681796138345807041784027,Partial Literal
body blow,113094603093650053869381581525709383803171135581700418331856557311656386640215,Figurative
with bated breath,105611819808291880156644857766010456576429274641517292957734701451221528127776,Random
jockey for position,86161466594345432293243081211446797082979357968609788023703103694687934200857,Figurative+Literal
shoot the messenger,78627231375482402070602494233135206769128507379027470540212756339645096043575,Figurative
come clean,15169293272171223123684992535477881794995111159038408684476720624699695424149,Random
more's the pity,35152628625836075392473215058368528081851456212449227077025262254417798296385,Random
par for the course,100966685716044941540108820762127294787742510728422002096010769978138950139880,Partial Literal
show someone the door,14357326691178760645472029346397815608440983217382746664992993302137613992800,Figurative
for the time being,46839574400378111019424261209177674817375105857838556620341469513847674630429,Random
get the nod,65445665412045129710116320365986713884667304138305075666298611468450116256558,Figurative
do me a favour,5284629289556789155474016210305367199816676109782313562129838602335931313341,Figurative
high and mighty,97984418358847828624869265619280095886912833239662184079043028315409839655479,Figurative+Literal
tie the knot,75377230415037930996468475028292083034768924775981060902863647609182862939454,Random
lose your shirt,61492228112565685713623936145111480587841907659112848632437922742381817960342,Figurative
blow someone's mind,26267931075571402104628756227357049886402105601264310664854040390924074069114,Random
get under someone's skin,113569942401926553664106356829477017017505981110185329466940424997006505407323,Random
mutton dressed as lamb,95536029230933948891408542945616829383869499404112239047555933586886804212381,Random
bite the big one,107486010830268872197121450788208460360429508238935619461472120795848502357191,Figurative
greasy spoon,84427073166610962672542034678686196858715947562929898659322366422090172460594,Random
sitting pretty,44636086189821793439064566970813177144201282837762811626910274080817624804801,Literal
put the moves on,68186842627167973865067076715346764002007383644676111731685109523520889393345,Figurative
on the ropes,47736125946551640474953308455878898556045914017010472446975956290250488934872,Figurative
in the driver's seat,67424000017253818415492668633755106694620367537104420228887416071600836901461,Figurative
push the envelope,78437944157203354596297002837680227830229346219370114507227120896261189220168,Literal
back to the drawing board,114811767778512288405993216513833952112174005914530875863585097370140263055660,Partial Literal
jack of all trades,30885470776361419874379167519214075601037383797467224182571962745056709205251,Figurative
catch the sun,96889547533662473212680809339006156831808076069780129474859565045303460509363,Figurative+Literal
bend someone's ear,44336694704684660746737554298053111445338639970177423933827790786363572655459,Figurative+Literal
in the long run,25579639618467430171112293998746148002067056383653564443176078444761386350899,Random
grist to the mill,97371429711456813079919580479025317267299769229300873981576826605728801145284,Random
between the devil and the deep blue sea,6119891508912946138434006130365322916562792801547552247768215552573143899355,Figurative+Literal
get your skates on,84613929439549810770257456160782941855175322364321657877229347455771871377619,Figurative
dead wood,49903033831399518516690464131298459876871739891868194420800801908196408129473,Literal
tie the knot,20586911423665539206715974125601568748098234008588192387540625775664424329222,Figurative
pump iron,71989297558508899828281797359656549005123901194007465896782173431041509254732,Figurative+Literal
dressed to kill,57679656645089664477605491587418798334673515433103139913940766458665902834986,Figurative
make ends meet,100098865813935743867716831682014076632753989666480473058366692426602868850945,Figurative
neck of the woods,37922663632268625381395427694365368596449018685322925086555905900889825558924,Figurative
get under someone's skin,9699309526373267827502382874837761030489023457090914927188718886009143945760,Figurative
out of the box,99826417478439289390329801489992875303209951788730232208362761024998674607944,Literal
take up the gauntlet,2234183446724468632790822007452456644970977615857435770258354785686211458325,Literal
out of pocket,92087499626171154073012177885424775628047789257612112147924596049680678654056,Figurative
